Date	Open	High	Low	Close	Volume	Daily_Return	SMA_7	SMA_14
2025-09-24 00:00:00+05:30	3038.666695675492	3045.640684813108	3021.7298649127106	3024.120849609375	1625714			
2025-09-25 00:00:00+05:30	3010.7706978406754	3018.3425546653493	2940.03452327195	2946.41064453125	4974361	-2.569679220596055		
2025-09-26 00:00:00+05:30	2930.07184762513	2943.820618304199	2880.5565712711505	2888.32763671875	3934636	-1.9713140773607418		
2025-09-29 00:00:00+05:30	2905.164580331207	2918.4152081680195	2883.2463290392707	2885.338623046875	3110035	-0.10348596308383806		
2025-09-30 00:00:00+05:30	2900.183356935398	2904.467427717032	2874.379692997371	2877.667236328125	2253458	-0.2658747454275967		
2025-10-01 00:00:00+05:30	2880.257593329001	2913.932047598146	2855.9483563860495	2903.371337890625	1952902	0.8932270291021727		
2025-10-03 00:00:00+05:30	2913.134920868619	2913.134920868619	2880.3572688813597	2891.116943359375	2899519	-0.4220746540865572	2916.621895926339	
2025-10-06 00:00:00+05:30	2891.2167953135195	2982.476526807699	2884.840673623438	2977.295654296875	2112774	2.9808102759538713	2909.9325823102677	
2025-10-07 00:00:00+05:30	2983.87104765697	2993.335747140356	2944.517823489207	2962.650146484375	3062943	-0.4919063980550087	2912.252511160714	
2025-10-08 00:00:00+05:30	2963.9454305531126	3031.692754680041	2956.9714413047523	3015.951416015625	4121889	1.7991077884947027	2930.4844796316966	
2025-10-09 00:00:00+05:30	3022.726218895035	3054.6073128319636	3008.7782402976286	3050.3232421875	3211304	1.1396677675028277	2954.0537109375	
2025-10-10 00:00:00+05:30	3038.666680855733	3058.5923640088854	2995.726736367315	3017.04736328125	8817365	-1.0908968087718685	2973.965157645089	
2025-10-13 00:00:00+05:30	3015.7523552483212	3024.220771178156	2987.059320862895	2996.02587890625	2866865	-0.6967568567481042	2987.2015206473216	
2025-10-14 00:00:00+05:30	3009.774448720779	3015.9513618688843	2944.5178362112756	2949.300048828125	3611416	-1.5595936739766447	2995.5133928571427	2956.067644391741
2025-10-15 00:00:00+05:30	2971.0	2979.699951171875	2951.0	2969.800048828125	4282226	0.6950801770116755	2994.4425920758927	2952.18758719308
2025-10-16 00:00:00+05:30	2969.89990234375	2975.0	2943.10009765625	2970.699951171875	3251495	0.030301782239683384	2995.5925641741073	2953.922537667411
2025-10-17 00:00:00+05:30	2970.0	2988.800048828125	2955.39990234375	2962.199951171875	4374683	-0.2861278533581646	2987.9137834821427	2959.19913155692
2025-10-20 00:00:00+05:30	2985.5	3023.0	2978.5	3015.199951171875	3133039	1.7892107512537336	2982.896170479911	2968.474940708705
2025-10-21 00:00:00+05:30	3031.10009765625	3031.800048828125	2996.0	3006.699951171875	310644	-0.281905019157902	2981.41796875	2977.691563197545
2025-10-23 00:00:00+05:30	3055.0	3098.0	3036.10009765625	3073.199951171875	5564758	2.211727178632561	2992.4428362165177	2989.82217843192
2025-10-24 00:00:00+05:30	3080.0	3090.0	3058.300048828125	3063.199951171875	2683345	-0.3253937315789268	3008.7142508370534	3002.1138218470983
